SHELL,100,0.0000000
KNUTH,100,0.0000000
CIURA,100,0.0000000
SHELL,1000,0.0156250
KNUTH,1000,0.0000000
CIURA,1000,0.0000000
SHELL,10000,0.2031250
KNUTH,10000,0.0937500
CIURA,10000,0.0781250
SHELL,100000,6.3125002
KNUTH,100000,1.2656248
CIURA,100000,0.9218750
SHELL,1000000,224.7656250
KNUTH,1000000,23.6562500
CIURA,1000000,12.7343748
